model,metric,value,seed
MOLM (Fusion-ESM2),spec_aps_std,0.004014118304046144,456
MOLM (Fusion-ESM2),aff_mccs_mean,0.8539611925760756,456
MOLM (Fusion-ESM2),aff_mccs_std,0.015701826333584783,456
MOLM (Fusion-ESM2),spec_mccs_mean,0.8585916440336462,456
MOLM (Fusion-ESM2),spec_mccs_std,0.017379504476383898,456
MOLM (Fusion-ESM2),affinity_mean,0.93025,456
MOLM (Fusion-ESM2),affinity_std,0.0065859699361597536,456
MOLM (Fusion-ESM2),specificity_mean,0.9285,456
MOLM (Fusion-ESM2),specificity_std,0.008993052874302444,456
MOLM-ST (OneHot),affinity_mean,0.9355,456
MOLM-ST (OneHot),affinity_std,0.005159941860137551,456
MOLM-ST (OneHot),specificity_mean,0.9227500000000001,456
MOLM-ST (OneHot),specificity_std,0.018714967272212918,456
MOLM-ST (OneHot),aff_mccs_mean,0.8641591022632003,456
MOLM-ST (OneHot),aff_mccs_std,0.009923896246688421,456
MOLM-ST (OneHot),spec_mccs_mean,0.8486799548792415,456
MOLM-ST (OneHot),spec_mccs_std,0.031876396568245084,456
MOLM-ST (OneHot),aff_aucs_mean,0.9771806516006899,456
MOLM-ST (OneHot),aff_aucs_std,0.002888715490313275,456
MOLM-ST (OneHot),spec_aucs_mean,0.9767750000000002,456
MOLM-ST (OneHot),spec_aucs_std,0.004388507719031599,456
MOLM-ST (ESM2),affinity_mean,0.8905,456
MOLM-ST (ESM2),affinity_std,0.012464950862317916,456
MOLM-ST (ESM2),specificity_mean,0.9027500000000002,456
MOLM-ST (ESM2),specificity_std,0.002150581316760655,456
MOLM-ST (ESM2),aff_mccs_mean,0.7746668799382895,456
MOLM-ST (ESM2),aff_mccs_std,0.02465053316615462,456
MOLM-ST (ESM2),spec_mccs_mean,0.8074340886412303,456
MOLM-ST (ESM2),spec_mccs_std,0.003501157809887049,456
MOLM-ST (ESM2),aff_aucs_mean,0.9561197152179102,456
MOLM-ST (ESM2),aff_aucs_std,0.004967607089284474,456
MOLM-ST (ESM2),spec_aucs_mean,0.9635125,456
MOLM-ST (ESM2),spec_aucs_std,0.0016352799836725463,456
MOLM-ST (Fusion-ESM2),affinity_mean,0.93475,456
MOLM-ST (Fusion-ESM2),affinity_std,0.003102418411497698,456
MOLM-ST (Fusion-ESM2),specificity_mean,0.9187499999999998,456
MOLM-ST (Fusion-ESM2),specificity_std,0.011989578808281802,456
MOLM-ST (Fusion-ESM2),aff_mccs_mean,0.8635210573821179,456
MOLM-ST (Fusion-ESM2),aff_mccs_std,0.007851590290585499,456
MOLM-ST (Fusion-ESM2),spec_mccs_mean,0.8404989550565904,456
MOLM-ST (Fusion-ESM2),spec_mccs_std,0.021605958203232,456
MOLM-ST (Fusion-ESM2),aff_aucs_mean,0.9778913044263777,456
MOLM-ST (Fusion-ESM2),aff_aucs_std,0.003538677551526469,456
MOLM-ST (Fusion-ESM2),spec_aucs_mean,0.97780375,456
MOLM-ST (Fusion-ESM2),spec_aucs_std,0.0016766158251072312,456
MOLM (OneHot),affinity_accs_mean,0.92225,789
MOLM (OneHot),affinity_accs_std,0.009598176910226226,789
MOLM (OneHot),specificity_accs_mean,0.92875,789
MOLM (OneHot),specificity_accs_std,0.0037914377220257755,789
MOLM (OneHot),aff_aucs_mean,0.9768708144219923,789
MOLM (OneHot),aff_aucs_std,0.0014402161491614354,789
MOLM (OneHot),spec_aucs_mean,0.97833375,789
MOLM (OneHot),spec_aucs_std,0.002566431739789688,789
MOLM (OneHot),aff_aps_mean,0.9666632262918663,789
MOLM (OneHot),aff_aps_std,0.004918666392729255,789
MOLM (OneHot),spec_aps_mean,0.9786423184450381,789
MOLM (OneHot),spec_aps_std,0.0018715657075854886,789
