model,metric,n_seeds,mean,std,min,max,ci_lo,ci_hi,seeds_used,values
MOLM (Fusion-ESM2),iso_aff_pval,5,2.5391312380090916e-38,5.62838812493621e-38,5.207843627569754e-44,1.2607268419386966e-37,1.8165304396982153e-43,1.135533455251442e-37,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM (Fusion-ESM2),iso_aff_rho,5,0.8762642669666292,0.012692836312632065,0.8576677915260593,0.8895418072740908,0.8588430446194226,0.8889088863892014,"42,123,456,789,2024",0.881479;0.869420;0.889542;0.857668;0.883213
MOLM (Fusion-ESM2),iso_spec_pval,5,3.1126385417177035e-16,3.774314400540034e-16,4.0966707111348226e-19,7.513157758976203e-16,5.416072505595489e-19,7.452643883336922e-16,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM (Fusion-ESM2),iso_spec_rho,5,0.6608179977502814,0.023349404138284333,0.6396370453693289,0.6898987626546682,0.6396988376452943,0.6890084739407575,"42,123,456,789,2024",0.640255;0.639637;0.680996;0.653303;0.689899
MOLM (OneHot),igg_aff_pval,5,0.03633678565260412,0.06938574054790285,0.00010251399257847564,0.15960507352747738,0.0001662205245351008,0.1455994241870227,"42,123,456,789,2024",0.159605;0.019549;0.000103;0.001688;0.000740
MOLM (OneHot),igg_aff_rho,5,0.4227395762009302,0.13490601576008265,0.22098782710779905,0.5633770403368367,0.23479044295137608,0.5570758461473776,"42,123,456,789,2024",0.220988;0.359014;0.563377;0.469954;0.500365
MOLM (OneHot),igg_spec_pval,5,3.365997427534403e-05,4.507117761706517e-05,5.512271887204181e-08,9.13608931321547e-05,5.6696695616478315e-08,8.959651191314284e-05,"42,123,456,789,2024",0.000091;0.000003;0.000000;0.000000;0.000074
MOLM (OneHot),igg_spec_rho,5,0.6473527673448118,0.0768712007367546,0.5666911108711252,0.7253711085782067,0.5672992355429715,0.7249656921303093,"42,123,456,789,2024",0.566691;0.650612;0.725371;0.721317;0.572772
MOLM (OneHot),iso_aff_pval,5,7.214411041021924e-37,1.5949929272573576e-36,6.116296512006456e-43,3.5745418964999026e-36,1.258589380339057e-41,3.220322304883885e-36,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM (OneHot),iso_aff_rho,5,0.8682948631421074,0.013637024301008533,0.8491068616422948,0.8847844019497565,0.8502959130108737,0.8836889388826399,"42,123,456,789,2024",0.849107;0.872756;0.884784;0.860997;0.873830
MOLM (OneHot),iso_spec_pval,5,1.2778417663462786e-16,2.1959583025790707e-16,5.2233828258133785e-18,5.1390020253671555e-16,5.3483594777457845e-18,4.726202105774869e-16,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM (OneHot),iso_spec_rho,5,0.6622626171728535,0.013612419822036297,0.6424206974128235,0.6739407574053244,0.6435809523809525,0.6738015748031497,"42,123,456,789,2024",0.642421;0.668379;0.673941;0.654023;0.672549
MOLM (esm2),aff_aps_mean,5,0.9258634204941499,0.0010053618500088781,0.9246694621358081,0.9270195193754306,0.9247356785565519,0.9269970393251037,"42,123,456,789,2024",0.927020;0.925502;0.925332;0.926795;0.924669
MOLM (esm2),aff_aucs_mean,5,0.9522738902586994,0.001054134274420286,0.9504757138312513,0.9531418331450796,0.9506613824674881,0.9531179458183766,"42,123,456,789,2024",0.952517;0.952332;0.950476;0.952903;0.953142
MOLM (esm2),aff_mccs_mean,5,0.7512101075312668,0.008513829874785675,0.743373168976383,0.7644393039462426,0.7435627843966855,0.7634443816981071,"42,123,456,789,2024",0.764439;0.754490;0.748479;0.743373;0.745269
MOLM (esm2),affinity_accs_mean,5,0.8763499999999999,0.007229712995686554,0.86875,0.8854999999999998,0.86885,0.8850749999999998,"42,123,456,789,2024",0.885500;0.881250;0.876500;0.868750;0.869750
MOLM (esm2),affinity_mean,5,0.8763499999999999,0.007229712995686554,0.86875,0.8854999999999998,0.86885,0.8850749999999998,"42,123,456,789,2024",0.885500;0.881250;0.876500;0.868750;0.869750
MOLM (esm2),spec_aps_mean,5,0.9620666588654062,0.001471116757767631,0.9596071429868711,0.9633814924055951,0.9598428429076828,0.9633336375366752,"42,123,456,789,2024",0.962903;0.963381;0.961964;0.962478;0.959607
MOLM (esm2),spec_aucs_mean,5,0.96237175,0.0010946773211773844,0.960845,0.9639087500000001,0.9609807499999999,0.9637801250000001,"42,123,456,789,2024",0.962622;0.963909;0.962203;0.962280;0.960845
MOLM (esm2),spec_mccs_mean,5,0.8095350751697428,0.0027452855957989463,0.8050653538977197,0.8118476898907605,0.8054437549540976,0.81179786131341,"42,123,456,789,2024",0.810564;0.811349;0.808849;0.805065;0.811848
MOLM (esm2),specificity_accs_mean,5,0.90425,0.0014469796128488298,0.9019999999999999,0.90575,0.902175,0.905675,"42,123,456,789,2024",0.904750;0.905000;0.903750;0.902000;0.905750
MOLM (esm2),specificity_mean,5,0.90425,0.0014469796128488298,0.9019999999999999,0.90575,0.902175,0.905675,"42,123,456,789,2024",0.904750;0.905000;0.903750;0.902000;0.905750
MOLM (fusion_esm2),aff_aps_mean,5,0.9687670567687194,0.0012074535851870594,0.9673959149003328,0.9705200856438804,0.967471900616216,0.9704051737888721,"42,123,456,789,2024",0.967396;0.970520;0.969371;0.968156;0.968393
MOLM (fusion_esm2),aff_aucs_mean,5,0.9772154393371638,0.0005779958533222598,0.9764334681337139,0.9779826191300334,0.9764824825262038,0.9779257610792692,"42,123,456,789,2024",0.976433;0.977983;0.977323;0.976924;0.977414
MOLM (fusion_esm2),aff_mccs_mean,5,0.853044215380921,0.00843814874043387,0.8427580101762002,0.865900056707814,0.843427751127556,0.8647061702946401,"42,123,456,789,2024",0.865900;0.842758;0.853961;0.853146;0.849455
MOLM (fusion_esm2),affinity_accs_mean,5,0.9295500000000001,0.004378213105822973,0.9252499999999999,0.9365,0.925375,0.935875,"42,123,456,789,2024",0.936500;0.925250;0.930250;0.929250;0.926500
MOLM (fusion_esm2),affinity_mean,5,0.9295500000000001,0.004378213105822973,0.9252499999999999,0.9365,0.925375,0.935875,"42,123,456,789,2024",0.936500;0.925250;0.930250;0.929250;0.926500
MOLM (fusion_esm2),spec_aps_mean,5,0.9789278248305664,0.00017496238551789224,0.9787136038247978,0.9791175296648591,0.9787255014623653,0.9791155758020063,"42,123,456,789,2024",0.979098;0.978877;0.978714;0.978833;0.979118
MOLM (fusion_esm2),spec_aucs_mean,5,0.97899325,0.00024028076025762676,0.9787337500000002,0.979315,0.9787427500000002,0.9792995,"42,123,456,789,2024",0.978824;0.978734;0.979160;0.979315;0.978934
MOLM (fusion_esm2),spec_mccs_mean,5,0.8579435929003708,0.001753440169084351,0.8555565973867532,0.8601685580736154,0.8556964333835865,0.8600108666696185,"42,123,456,789,2024",0.856955;0.860169;0.858592;0.858446;0.855557
MOLM (fusion_esm2),specificity_accs_mean,5,0.9285,0.000728868986855668,0.9275,0.9295,0.927575,0.929425,"42,123,456,789,2024",0.928250;0.929500;0.928500;0.928750;0.927500
MOLM (fusion_esm2),specificity_mean,5,0.9285,0.000728868986855668,0.9275,0.9295,0.927575,0.929425,"42,123,456,789,2024",0.928250;0.929500;0.928500;0.928750;0.927500
MOLM (onehot),aff_aps_mean,5,0.9661878241185899,0.003273613649712083,0.9604678535440788,0.9684581671016671,0.9610873908188575,0.9684213560623479,"42,123,456,789,2024",0.968090;0.967260;0.960468;0.966663;0.968458
MOLM (onehot),aff_aucs_mean,5,0.976069362532223,0.0012088486963761063,0.9739733374598591,0.9768736682652156,0.9741928715617117,0.9768733828808933,"42,123,456,789,2024",0.976460;0.976169;0.973973;0.976871;0.976874
MOLM (onehot),aff_mccs_mean,5,0.8530749465302779,0.009091508617808356,0.8416347253885172,0.862612009374273,0.8420233742915589,0.8623183991979474,"42,123,456,789,2024",0.862612;0.859676;0.845521;0.841635;0.855931
MOLM (onehot),affinity_accs_mean,5,0.9289999999999999,0.005117372372614638,0.92225,0.9342499999999999,0.92255,0.9341249999999999,"42,123,456,789,2024",0.934250;0.933000;0.925250;0.922250;0.930250
MOLM (onehot),affinity_mean,5,0.9289999999999999,0.005117372372614638,0.92225,0.9342499999999999,0.92255,0.9341249999999999,"42,123,456,789,2024",0.934250;0.933000;0.925250;0.922250;0.930250
MOLM (onehot),spec_aps_mean,5,0.9780650622469252,0.0007986198474648985,0.9769676413128465,0.9788516937863212,0.9770216734077569,0.9788307562521928,"42,123,456,789,2024",0.978852;0.976968;0.978356;0.978642;0.977508
MOLM (onehot),spec_aucs_mean,5,0.9785127499999999,0.0002621610907438241,0.97819,0.9788375,0.978204375,0.97882325,"42,123,456,789,2024",0.978508;0.978190;0.978695;0.978334;0.978838
MOLM (onehot),spec_mccs_mean,5,0.8577515180250035,0.0030490742942685624,0.8536590483886515,0.8620407519629076,0.8539531631479982,0.8616956430203141,"42,123,456,789,2024",0.853659;0.857868;0.862041;0.858590;0.856600
MOLM (onehot),specificity_accs_mean,5,0.92835,0.0015471748446765354,0.9262500000000001,0.9305,0.9264000000000001,0.930325,"42,123,456,789,2024",0.926250;0.928500;0.930500;0.928750;0.927750
MOLM (onehot),specificity_mean,5,0.92835,0.0015471748446765354,0.9262500000000001,0.9305,0.9264000000000001,0.930325,"42,123,456,789,2024",0.926250;0.928500;0.930500;0.928750;0.927750
MOLM-ST (ESM2),igg_aff_pval,5,5.758983782654706e-07,6.38776288886416e-07,2.772209788542942e-08,1.5828271117117011e-06,2.938785881754592e-08,1.498535448905589e-06,"42,123,456,789,2024",0.000000;0.000002;0.000000;0.000000;0.000001
MOLM-ST (ESM2),igg_aff_rho,5,0.6994244453849261,0.03138687221990457,0.6646665067800077,0.7361124795073365,0.6661749007558628,0.7353826114545033,"42,123,456,789,2024",0.736112;0.664667;0.687779;0.728814;0.679750
MOLM-ST (ESM2),igg_spec_pval,5,8.013661523942266e-06,6.250410316079253e-06,6.472731967826371e-07,1.5252559563479081e-05,8.405393947234986e-07,1.4958655694701219e-05,"42,123,456,789,2024",0.000009;0.000015;0.000003;0.000001;0.000012
MOLM-ST (ESM2),igg_spec_rho,5,0.63921200507103,0.02872252360789907,0.6140437519855533,0.6823158818114923,0.6145626850388621,0.6795347249789154,"42,123,456,789,2024",0.625963;0.614044;0.654504;0.682316;0.619233
MOLM-ST (ESM2),iso_aff_pval,5,6.94472651322512e-41,9.842005686661239e-41,1.3800590716735103e-44,2.099936576534192e-40,2.188352628284927e-44,2.026922019764629e-40,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM-ST (ESM2),iso_aff_rho,5,0.8828094488188978,0.009049364572756569,0.8726119235095613,0.8920194975628049,0.8727055118110236,0.8916583427071618,"42,123,456,789,2024",0.873548;0.892019;0.872612;0.888408;0.887460
MOLM-ST (ESM2),iso_spec_pval,5,2.4314408115929e-16,1.2463326524511214e-16,9.292869985193836e-17,4.3433349736202267e-16,1.0256272129635888e-16,4.1624688721553225e-16,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM-ST (ESM2),iso_spec_rho,5,0.6486275215598051,0.003986910418853385,0.6436445444319461,0.6546111736032997,0.6440326959130109,0.6541108361454819,"42,123,456,789,2024",0.654611;0.647748;0.647526;0.649608;0.643645
MOLM-ST (Fusion-ESM2),igg_aff_pval,5,0.0004008661857178245,0.00047054098585134395,1.0815109621527846e-05,0.0009223159274734661,1.6012055131391333e-05,0.0009208738698008604,"42,123,456,789,2024",0.000101;0.000908;0.000011;0.000063;0.000922
MOLM-ST (Fusion-ESM2),igg_aff_rho,5,0.5498177138442041,0.05638397724690817,0.4924987427617114,0.6223341597156881,0.4925555102769318,0.6178251970781858,"42,123,456,789,2024",0.563945;0.493066;0.622334;0.577245;0.492499
MOLM-ST (Fusion-ESM2),igg_spec_pval,5,1.536264109135618e-06,1.809084727481957e-06,2.5912204367703092e-09,4.186869723618062e-06,9.853795324036258e-09,4.026176268875381e-06,"42,123,456,789,2024",0.000003;0.000001;0.000000;0.000004;0.000000
MOLM-ST (Fusion-ESM2),igg_spec_rho,5,0.6931648259572293,0.051797862345285904,0.6440445691299683,0.7695615013990342,0.6450905435655439,0.7646397457215586,"42,123,456,789,2024",0.654504;0.677370;0.720344;0.644045;0.769562
MOLM-ST (Fusion-ESM2),iso_aff_pval,5,1.1090569283886487e-38,2.0435119987991376e-38,2.9462531968648795e-41,4.746248239176341e-38,1.4234140248630174e-40,4.325900522144817e-38,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM-ST (Fusion-ESM2),iso_aff_rho,5,0.8678725159355082,0.006116564258294911,0.8600674915635547,0.8768533933258345,0.8605846269216348,0.8760476940382453,"42,123,456,789,2024",0.876853;0.860067;0.868406;0.868796;0.865239
MOLM-ST (Fusion-ESM2),iso_spec_pval,5,3.944489559708173e-16,8.190973790661872e-16,2.9356426063671287e-18,1.858535573738327e-15,3.1145868508812743e-18,1.6810038746185197e-15,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM-ST (Fusion-ESM2),iso_spec_rho,5,0.6609415823022123,0.017987262235926216,0.6328818897637796,0.677642294713161,0.6351316085489315,0.6773369328833897,"42,123,456,789,2024",0.655379;0.632882;0.674589;0.664216;0.677642
MOLM-ST (OneHot),igg_aff_pval,5,0.0005751346168374148,0.0007338266442011153,1.031691735487858e-06,0.0018202663209405774,7.862060404546523e-06,0.0016922748605476953,"42,123,456,789,2024",0.000069;0.001820;0.000540;0.000445;0.000001
MOLM-ST (OneHot),igg_aff_rho,5,0.5487634599901117,0.07938624679373005,0.46703445736286775,0.6732627305133754,0.47145421390502373,0.6633851828650341,"42,123,456,789,2024",0.574487;0.467034;0.511232;0.517801;0.673263
MOLM-ST (OneHot),igg_spec_pval,5,0.0001523191600107528,0.00033985935705335826,9.32834978867432e-10,0.000760277440235703,5.4037812145533045e-09,0.0006843664787358881,"42,123,456,789,2024",0.000001;0.000000;0.000760;0.000000;0.000000
MOLM-ST (OneHot),igg_spec_rho,5,0.6792022834916395,0.10812225756479871,0.4993919805201403,0.7824537444421746,0.5165329879372466,0.777045489027222,"42,123,456,789,2024",0.670802;0.714992;0.499392;0.782454;0.728371
MOLM-ST (OneHot),iso_aff_pval,5,2.4422806015593193e-35,5.290958052718289e-35,6.645779512984628e-38,1.1905182933088131e-34,6.918863273800882e-38,1.074035509666835e-34,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM-ST (OneHot),iso_aff_rho,5,0.852477240344957,0.008100833185546875,0.8395260592425948,0.8592455943007126,0.840571128608924,0.8591610048743908,"42,123,456,789,2024",0.855238;0.849977;0.839526;0.858400;0.859246
MOLM-ST (OneHot),iso_spec_pval,5,2.813293714164072e-17,4.824503026384951e-17,5.271226007400007e-19,1.1206285876620497e-16,5.364924987737446e-19,1.0351774890539687e-16,"42,123,456,789,2024",0.000000;0.000000;0.000000;0.000000;0.000000
MOLM-ST (OneHot),iso_spec_rho,5,0.6755389576302963,0.01620318631893242,0.6533033370828648,0.6883629546306712,0.6542914135733034,0.6882627671541057,"42,123,456,789,2024",0.663184;0.688363;0.653303;0.685483;0.687361
MOLM-ST (esm2),aff_aucs_mean,5,0.9564190677370098,0.0005770063561272985,0.9558308182604061,0.9571274783958448,0.955855117401882,0.9571090822698325,"42,123,456,789,2024",0.957127;0.955831;0.956120;0.956074;0.956944
