seed,pareto_loss,model,metric,value
123,OFF,MOLM (Fusion-ESM2),aff_aps_mean,0.9705200856438804
123,OFF,MOLM (Fusion-ESM2),aff_aps_std,0.004187216084919111
123,OFF,MOLM (Fusion-ESM2),spec_aps_mean,0.978877419426372
123,OFF,MOLM (Fusion-ESM2),spec_aps_std,0.001224094168976075
123,OFF,MOLM (Fusion-ESM2),aff_mccs_mean,0.8427580101762002
123,OFF,MOLM (Fusion-ESM2),aff_mccs_std,0.02556697627636068
123,OFF,MOLM (Fusion-ESM2),spec_mccs_mean,0.8601685580736154
123,OFF,MOLM (Fusion-ESM2),spec_mccs_std,0.020905788474380727
123,OFF,MOLM (Fusion-ESM2),affinity_mean,0.9252499999999999
123,OFF,MOLM (Fusion-ESM2),affinity_std,0.01194780314534853
123,OFF,MOLM (Fusion-ESM2),specificity_mean,0.9295
123,OFF,MOLM (Fusion-ESM2),specificity_std,0.011056672193747992
123,OFF,MOLM-ST (OneHot),affinity_mean,0.93725
123,OFF,MOLM-ST (OneHot),affinity_std,0.008746427842267973
123,OFF,MOLM-ST (OneHot),specificity_mean,0.9257500000000001
123,OFF,MOLM-ST (OneHot),specificity_std,0.012539936203984432
123,OFF,MOLM-ST (OneHot),aff_mccs_mean,0.8676781194857137
123,OFF,MOLM-ST (OneHot),aff_mccs_std,0.018527755843011903
123,OFF,MOLM-ST (OneHot),spec_mccs_mean,0.8534890104797762
123,OFF,MOLM-ST (OneHot),spec_mccs_std,0.023320663827734137
123,OFF,MOLM-ST (OneHot),aff_aucs_mean,0.9763000932434724
123,OFF,MOLM-ST (OneHot),aff_aucs_std,0.0025444298745442
123,OFF,MOLM-ST (OneHot),spec_aucs_mean,0.9781912500000001
123,OFF,MOLM-ST (OneHot),spec_aucs_std,0.0028240003762393996
123,OFF,MOLM-ST (ESM2),affinity_mean,0.8864999999999998
123,OFF,MOLM-ST (ESM2),affinity_std,0.013883443376914812
123,OFF,MOLM-ST (ESM2),specificity_mean,0.8967499999999999
123,OFF,MOLM-ST (ESM2),specificity_std,0.012262748468430729
123,OFF,MOLM-ST (ESM2),aff_mccs_mean,0.7646914025349327
123,OFF,MOLM-ST (ESM2),aff_mccs_std,0.02986409479372889
123,OFF,MOLM-ST (ESM2),spec_mccs_mean,0.796842278570937
123,OFF,MOLM-ST (ESM2),spec_mccs_std,0.02181488738561914
123,OFF,MOLM-ST (ESM2),aff_aucs_mean,0.9558308182604061
123,OFF,MOLM-ST (ESM2),aff_aucs_std,0.0060191659772301735
123,OFF,MOLM-ST (ESM2),spec_aucs_mean,0.96428875
123,OFF,MOLM-ST (ESM2),spec_aucs_std,0.0026765748868656665
123,OFF,MOLM-ST (Fusion-ESM2),affinity_mean,0.924
123,OFF,MOLM-ST (Fusion-ESM2),affinity_std,0.009233092656309713
123,OFF,MOLM-ST (Fusion-ESM2),specificity_mean,0.9275
123,OFF,MOLM-ST (Fusion-ESM2),specificity_std,0.009082951062292477
123,OFF,MOLM-ST (Fusion-ESM2),aff_mccs_mean,0.8430592445652234
123,OFF,MOLM-ST (Fusion-ESM2),aff_mccs_std,0.016940413317544402
123,OFF,MOLM-ST (Fusion-ESM2),spec_mccs_mean,0.8556102136715265
123,OFF,MOLM-ST (Fusion-ESM2),spec_mccs_std,0.017558441554374225
123,OFF,MOLM-ST (Fusion-ESM2),aff_aucs_mean,0.9770618284685559
123,OFF,MOLM-ST (Fusion-ESM2),aff_aucs_std,0.003950356259033484
123,OFF,MOLM-ST (Fusion-ESM2),spec_aucs_mean,0.9786299999999999
123,OFF,MOLM-ST (Fusion-ESM2),spec_aucs_std,0.0025990695450487495
456,OFF,MOLM (OneHot),affinity_accs_mean,0.9252499999999999
456,OFF,MOLM (OneHot),affinity_accs_std,0.009334077351297264
456,OFF,MOLM (OneHot),specificity_accs_mean,0.9305
456,OFF,MOLM (OneHot),specificity_accs_std,0.005279678020485735
456,OFF,MOLM (OneHot),aff_aucs_mean,0.9739733374598591
456,OFF,MOLM (OneHot),aff_aucs_std,0.0021780338309941864
456,OFF,MOLM (OneHot),spec_aucs_mean,0.9786949999999999
456,OFF,MOLM (OneHot),spec_aucs_std,0.0028235820556519894
456,OFF,MOLM (OneHot),aff_aps_mean,0.9604678535440788
456,OFF,MOLM (OneHot),aff_aps_std,0.010388909328951902
456,OFF,MOLM (OneHot),spec_aps_mean,0.9783556954284695
456,OFF,MOLM (OneHot),spec_aps_std,0.0037931636889739673
456,OFF,MOLM (OneHot),aff_mccs_mean,0.8455212144189337
456,OFF,MOLM (OneHot),aff_mccs_std,0.01568948045606535
456,OFF,MOLM (OneHot),spec_mccs_mean,0.8620407519629076
456,OFF,MOLM (OneHot),spec_mccs_std,0.009556147312139907
456,OFF,MOLM (OneHot),affinity_mean,0.9252499999999999
456,OFF,MOLM (OneHot),affinity_std,0.009334077351297264
456,OFF,MOLM (OneHot),specificity_mean,0.9305
456,OFF,MOLM (OneHot),specificity_std,0.005279678020485735
456,OFF,MOLM (ESM2),affinity_accs_mean,0.8764999999999998
456,OFF,MOLM (ESM2),affinity_accs_std,0.021900342463075786
456,OFF,MOLM (ESM2),specificity_accs_mean,0.9037499999999999
456,OFF,MOLM (ESM2),specificity_accs_std,0.005361902647381819
456,OFF,MOLM (ESM2),aff_aucs_mean,0.9504757138312513
456,OFF,MOLM (ESM2),aff_aucs_std,0.0071361222977118725
456,OFF,MOLM (ESM2),spec_aucs_mean,0.9622025000000001
456,OFF,MOLM (ESM2),spec_aucs_std,0.0034206555475521892
456,OFF,MOLM (ESM2),aff_aps_mean,0.9253316263432456
456,OFF,MOLM (ESM2),aff_aps_std,0.00749226447260634
456,OFF,MOLM (ESM2),spec_aps_mean,0.9619641421949889
456,OFF,MOLM (ESM2),spec_aps_std,0.006291650849267165
456,OFF,MOLM (ESM2),aff_mccs_mean,0.7484786600894113
456,OFF,MOLM (ESM2),aff_mccs_std,0.03702513270535964
456,OFF,MOLM (ESM2),spec_mccs_mean,0.8088493644614987
456,OFF,MOLM (ESM2),spec_mccs_std,0.009704404415897592
456,OFF,MOLM (ESM2),affinity_mean,0.8764999999999998
456,OFF,MOLM (ESM2),affinity_std,0.021900342463075786
456,OFF,MOLM (ESM2),specificity_mean,0.9037499999999999
456,OFF,MOLM (ESM2),specificity_std,0.005361902647381819
456,OFF,MOLM (Fusion-ESM2),affinity_accs_mean,0.93025
456,OFF,MOLM (Fusion-ESM2),affinity_accs_std,0.0065859699361597536
456,OFF,MOLM (Fusion-ESM2),specificity_accs_mean,0.9285
456,OFF,MOLM (Fusion-ESM2),specificity_accs_std,0.008993052874302444
456,OFF,MOLM (Fusion-ESM2),aff_aucs_mean,0.9773234587410663
456,OFF,MOLM (Fusion-ESM2),aff_aucs_std,0.003383946689652756
456,OFF,MOLM (Fusion-ESM2),spec_aucs_mean,0.97916
456,OFF,MOLM (Fusion-ESM2),spec_aucs_std,0.0023328784526845735
456,OFF,MOLM (Fusion-ESM2),aff_aps_mean,0.9693709670937984
456,OFF,MOLM (Fusion-ESM2),aff_aps_std,0.0055985675882065065
456,OFF,MOLM (Fusion-ESM2),spec_aps_mean,0.9787136038247978
456,OFF,MOLM (Fusion-ESM2),spec_aps_std,0.004014118304046144
456,OFF,MOLM (Fusion-ESM2),aff_mccs_mean,0.8539611925760756
456,OFF,MOLM (Fusion-ESM2),aff_mccs_std,0.015701826333584783
456,OFF,MOLM (Fusion-ESM2),spec_mccs_mean,0.8585916440336462
456,OFF,MOLM (Fusion-ESM2),spec_mccs_std,0.017379504476383898
456,OFF,MOLM (Fusion-ESM2),affinity_mean,0.93025
456,OFF,MOLM (Fusion-ESM2),affinity_std,0.0065859699361597536
456,OFF,MOLM (Fusion-ESM2),specificity_mean,0.9285
456,OFF,MOLM (Fusion-ESM2),specificity_std,0.008993052874302444
456,OFF,MOLM-ST (OneHot),affinity_mean,0.9355
456,OFF,MOLM-ST (OneHot),affinity_std,0.005159941860137551
456,OFF,MOLM-ST (OneHot),specificity_mean,0.9227500000000001
456,OFF,MOLM-ST (OneHot),specificity_std,0.018714967272212918
456,OFF,MOLM-ST (OneHot),aff_mccs_mean,0.8641591022632003
456,OFF,MOLM-ST (OneHot),aff_mccs_std,0.009923896246688421
456,OFF,MOLM-ST (OneHot),spec_mccs_mean,0.8486799548792415
456,OFF,MOLM-ST (OneHot),spec_mccs_std,0.031876396568245084
456,OFF,MOLM-ST (OneHot),aff_aucs_mean,0.9771806516006899
456,OFF,MOLM-ST (OneHot),aff_aucs_std,0.002888715490313275
456,OFF,MOLM-ST (OneHot),spec_aucs_mean,0.9767750000000002
456,OFF,MOLM-ST (OneHot),spec_aucs_std,0.004388507719031599
456,OFF,MOLM-ST (ESM2),affinity_mean,0.8905
456,OFF,MOLM-ST (ESM2),affinity_std,0.012464950862317916
456,OFF,MOLM-ST (ESM2),specificity_mean,0.9027500000000002
456,OFF,MOLM-ST (ESM2),specificity_std,0.002150581316760655
456,OFF,MOLM-ST (ESM2),aff_mccs_mean,0.7746668799382895
456,OFF,MOLM-ST (ESM2),aff_mccs_std,0.02465053316615462
456,OFF,MOLM-ST (ESM2),spec_mccs_mean,0.8074340886412303
456,OFF,MOLM-ST (ESM2),spec_mccs_std,0.003501157809887049
456,OFF,MOLM-ST (ESM2),aff_aucs_mean,0.9561197152179102
456,OFF,MOLM-ST (ESM2),aff_aucs_std,0.004967607089284474
456,OFF,MOLM-ST (ESM2),spec_aucs_mean,0.9635125
456,OFF,MOLM-ST (ESM2),spec_aucs_std,0.0016352799836725463
456,OFF,MOLM-ST (Fusion-ESM2),affinity_mean,0.93475
456,OFF,MOLM-ST (Fusion-ESM2),affinity_std,0.003102418411497698
456,OFF,MOLM-ST (Fusion-ESM2),specificity_mean,0.9187499999999998
456,OFF,MOLM-ST (Fusion-ESM2),specificity_std,0.011989578808281802
456,OFF,MOLM-ST (Fusion-ESM2),aff_mccs_mean,0.8635210573821179
456,OFF,MOLM-ST (Fusion-ESM2),aff_mccs_std,0.007851590290585499
456,OFF,MOLM-ST (Fusion-ESM2),spec_mccs_mean,0.8404989550565904
456,OFF,MOLM-ST (Fusion-ESM2),spec_mccs_std,0.021605958203232
456,OFF,MOLM-ST (Fusion-ESM2),aff_aucs_mean,0.9778913044263777
456,OFF,MOLM-ST (Fusion-ESM2),aff_aucs_std,0.003538677551526469
456,OFF,MOLM-ST (Fusion-ESM2),spec_aucs_mean,0.97780375
456,OFF,MOLM-ST (Fusion-ESM2),spec_aucs_std,0.0016766158251072312
789,OFF,MOLM (OneHot),affinity_accs_mean,0.92225
789,OFF,MOLM (OneHot),affinity_accs_std,0.009598176910226226
789,OFF,MOLM (OneHot),specificity_accs_mean,0.92875
789,OFF,MOLM (OneHot),specificity_accs_std,0.0037914377220257755
789,OFF,MOLM (OneHot),aff_aucs_mean,0.9768708144219923
789,OFF,MOLM (OneHot),aff_aucs_std,0.0014402161491614354
789,OFF,MOLM (OneHot),spec_aucs_mean,0.97833375
789,OFF,MOLM (OneHot),spec_aucs_std,0.002566431739789688
789,OFF,MOLM (OneHot),aff_aps_mean,0.9666632262918663
789,OFF,MOLM (OneHot),aff_aps_std,0.004918666392729255
789,OFF,MOLM (OneHot),spec_aps_mean,0.9786423184450381
789,OFF,MOLM (OneHot),spec_aps_std,0.0018715657075854886
789,OFF,MOLM (OneHot),aff_mccs_mean,0.8416347253885172
789,OFF,MOLM (OneHot),aff_mccs_std,0.015919092004605406
789,OFF,MOLM (OneHot),spec_mccs_mean,0.858589662536972
789,OFF,MOLM (OneHot),spec_mccs_std,0.006814536474441619
789,OFF,MOLM (OneHot),affinity_mean,0.92225
789,OFF,MOLM (OneHot),affinity_std,0.009598176910226226
789,OFF,MOLM (OneHot),specificity_mean,0.92875
789,OFF,MOLM (OneHot),specificity_std,0.0037914377220257755
789,OFF,MOLM (ESM2),affinity_accs_mean,0.86875
789,OFF,MOLM (ESM2),affinity_accs_std,0.012624381172952604
789,OFF,MOLM (ESM2),specificity_accs_mean,0.9019999999999999
789,OFF,MOLM (ESM2),specificity_accs_std,0.006204836822995424
789,OFF,MOLM (ESM2),aff_aucs_mean,0.9529029598780493
789,OFF,MOLM (ESM2),aff_aucs_std,0.0051991740954465135
789,OFF,MOLM (ESM2),spec_aucs_mean,0.96228
789,OFF,MOLM (ESM2),spec_aucs_std,0.0023346218912277637
789,OFF,MOLM (ESM2),aff_aps_mean,0.9267947188721619
789,OFF,MOLM (ESM2),aff_aps_std,0.008306691950877229
789,OFF,MOLM (ESM2),spec_aps_mean,0.9624775730231796
789,OFF,MOLM (ESM2),spec_aps_std,0.0012359263256715596
789,OFF,MOLM (ESM2),aff_mccs_mean,0.743373168976383
789,OFF,MOLM (ESM2),aff_mccs_std,0.01893536652466338
789,OFF,MOLM (ESM2),spec_mccs_mean,0.8050653538977197
789,OFF,MOLM (ESM2),spec_mccs_std,0.012839852189357629
789,OFF,MOLM (ESM2),affinity_mean,0.86875
789,OFF,MOLM (ESM2),affinity_std,0.012624381172952604
789,OFF,MOLM (ESM2),specificity_mean,0.9019999999999999
789,OFF,MOLM (ESM2),specificity_std,0.006204836822995424
789,OFF,MOLM (Fusion-ESM2),affinity_accs_mean,0.92925
789,OFF,MOLM (Fusion-ESM2),affinity_accs_std,0.008046738469715518
789,OFF,MOLM (Fusion-ESM2),specificity_accs_mean,0.92875
789,OFF,MOLM (Fusion-ESM2),specificity_accs_std,0.006471089552772383
789,OFF,MOLM (Fusion-ESM2),aff_aucs_mean,0.9769236120586136
789,OFF,MOLM (Fusion-ESM2),aff_aucs_std,0.0028067771168215003
789,OFF,MOLM (Fusion-ESM2),spec_aucs_mean,0.979315
789,OFF,MOLM (Fusion-ESM2),spec_aucs_std,0.002690680095254735
789,OFF,MOLM (Fusion-ESM2),aff_aps_mean,0.9681557720591648
789,OFF,MOLM (Fusion-ESM2),aff_aps_std,0.002926974587001816
789,OFF,MOLM (Fusion-ESM2),spec_aps_mean,0.9788325802004723
789,OFF,MOLM (Fusion-ESM2),spec_aps_std,0.002131615484249698
789,OFF,MOLM (Fusion-ESM2),aff_mccs_mean,0.8531463977547572
789,OFF,MOLM (Fusion-ESM2),aff_mccs_std,0.01588047663611061
789,OFF,MOLM (Fusion-ESM2),spec_mccs_mean,0.8584462076527531
789,OFF,MOLM (Fusion-ESM2),spec_mccs_std,0.012775862971097876
789,OFF,MOLM (Fusion-ESM2),affinity_mean,0.92925
789,OFF,MOLM (Fusion-ESM2),affinity_std,0.008046738469715518
789,OFF,MOLM (Fusion-ESM2),specificity_mean,0.92875
789,OFF,MOLM (Fusion-ESM2),specificity_std,0.006471089552772383
789,OFF,MOLM-ST (OneHot),affinity_mean,0.92325
789,OFF,MOLM-ST (OneHot),affinity_std,0.009987492177719094
789,OFF,MOLM-ST (OneHot),specificity_mean,0.9295
789,OFF,MOLM-ST (OneHot),specificity_std,0.0067360967926537434
789,OFF,MOLM-ST (OneHot),aff_mccs_mean,0.8428963687517843
789,OFF,MOLM-ST (OneHot),aff_mccs_std,0.01760899892473215
789,OFF,MOLM-ST (OneHot),spec_mccs_mean,0.8595290401385661
789,OFF,MOLM-ST (OneHot),spec_mccs_std,0.01340459737401147
789,OFF,MOLM-ST (OneHot),aff_aucs_mean,0.9765321487646823
789,OFF,MOLM-ST (OneHot),aff_aucs_std,0.0038738926055890636
789,OFF,MOLM-ST (OneHot),spec_aucs_mean,0.97818
789,OFF,MOLM-ST (OneHot),spec_aucs_std,0.0020561660317201425
789,OFF,MOLM-ST (ESM2),affinity_mean,0.883
789,OFF,MOLM-ST (ESM2),affinity_std,0.013052777482206599
789,OFF,MOLM-ST (ESM2),specificity_mean,0.9057499999999999
789,OFF,MOLM-ST (ESM2),specificity_std,0.011141139977578585
789,OFF,MOLM-ST (ESM2),aff_mccs_mean,0.7650681463128824
789,OFF,MOLM-ST (ESM2),aff_mccs_std,0.021851841059426523
789,OFF,MOLM-ST (ESM2),spec_mccs_mean,0.8116911848068786
789,OFF,MOLM-ST (ESM2),spec_mccs_std,0.022248452381923828
789,OFF,MOLM-ST (ESM2),aff_aucs_mean,0.9560738096751656
789,OFF,MOLM-ST (ESM2),aff_aucs_std,0.005990393741455263
789,OFF,MOLM-ST (ESM2),spec_aucs_mean,0.9630612500000002
789,OFF,MOLM-ST (ESM2),spec_aucs_std,0.002430005787030131
789,OFF,MOLM-ST (Fusion-ESM2),affinity_mean,0.9317500000000001
789,OFF,MOLM-ST (Fusion-ESM2),affinity_std,0.006642665127793225
789,OFF,MOLM-ST (Fusion-ESM2),specificity_mean,0.9265000000000001
789,OFF,MOLM-ST (Fusion-ESM2),specificity_std,0.004062019202317962
789,OFF,MOLM-ST (Fusion-ESM2),aff_mccs_mean,0.8578841667658244
789,OFF,MOLM-ST (Fusion-ESM2),aff_mccs_std,0.01521223866047232
789,OFF,MOLM-ST (Fusion-ESM2),spec_mccs_mean,0.85390265130605
789,OFF,MOLM-ST (Fusion-ESM2),spec_mccs_std,0.008010827639450902
789,OFF,MOLM-ST (Fusion-ESM2),aff_aucs_mean,0.9782676770819239
789,OFF,MOLM-ST (Fusion-ESM2),aff_aucs_std,0.002482523358391925
789,OFF,MOLM-ST (Fusion-ESM2),spec_aucs_mean,0.9788462500000001
789,OFF,MOLM-ST (Fusion-ESM2),spec_aucs_std,0.0020454125500739945
2024,OFF,MOLM (OneHot),affinity_accs_mean,0.93025
2024,OFF,MOLM (OneHot),affinity_accs_std,0.01309580085370881
2024,OFF,MOLM (OneHot),specificity_accs_mean,0.92775
2024,OFF,MOLM (OneHot),specificity_accs_std,0.005884301147969911
