seed,fold,feature,epoch,loss_total,loss_cls_aff,loss_cls_spec,acc_aff,acc_spec,aff_gap,spec_gap,grad_cosine_aff_spec,iso_aff_rho,iso_spec_rho,igg_aff_rho,igg_spec_rho
42,1,Fusion-ESM2,2,0.4005920749902725,0.1587367062270641,0.1312393572926521,0.7603125,0.7646875,0.7525117075443268,0.5096735155582428,0.0985705941834021,,,,
42,1,Fusion-ESM2,3,0.3005570814013481,0.1271171230077743,0.1068966306746006,0.8278125,0.8440625,1.1720382964611054,0.823962961435318,0.0942879067966714,,,,
42,1,Fusion-ESM2,4,0.2573874881863594,0.1152266311645507,0.0913486374914646,0.8503125,0.8725,1.338544739484787,1.0550273406505584,0.0138097067736089,,,,
42,1,Fusion-ESM2,5,0.2450932949781417,0.1069641935825347,0.089521320387721,0.8684375,0.875,1.4435323214530944,1.1067690336704257,0.0536534502741415,0.870512185976753,0.6216932883389577,0.4014274290582038,0.5723669411416903
42,1,Fusion-ESM2,6,0.2239565980434417,0.1030360873788595,0.0796369215101003,0.8740625,0.8928125,1.546401584148407,1.2906686425209046,0.0499958033952862,,,,
42,1,Fusion-ESM2,7,0.2142966517806053,0.0939932176470756,0.0815266877412796,0.891875,0.8871875,1.6713895988464356,1.2583194613456723,0.0340996810328215,,,,
42,1,Fusion-ESM2,8,0.216549427062273,0.0966288848221302,0.0801424637436866,0.884375,0.8921875,1.7014815664291385,1.3282865262031556,-0.0139952680468559,,,,
42,1,Fusion-ESM2,9,0.2015343305468559,0.0874368453025817,0.0771778978407383,0.899375,0.8925,1.7793653416633606,1.4171077799797058,0.0121899294294416,,,,
42,1,Fusion-ESM2,10,0.2024968084692955,0.088960827589035,0.0780315814912319,0.900625,0.890625,1.8125900387763976,1.4154657864570617,0.0546931351348757,0.8761034870641171,0.6199955005624297,0.5731086143746114,0.4736885777234388
42,1,Fusion-ESM2,11,0.1903638987243175,0.0878390046209097,0.070651533678174,0.9065625,0.9015625,1.877814908027649,1.533514232635498,0.0634614105301443,,,,
42,1,Fusion-ESM2,12,0.1795483236014843,0.0826612577587366,0.0676882680505514,0.9121875,0.909375,1.906803653240204,1.587337145805359,0.0173738844087347,,,,
42,1,Fusion-ESM2,13,0.1769668279588222,0.0811063670367002,0.0681299193203449,0.9103125,0.910625,1.8847878336906436,1.6209116387367248,0.0725888101686723,,,,
42,1,Fusion-ESM2,14,0.1793087512254715,0.08375163577497,0.0671921775490045,0.9025,0.910625,1.9370266461372376,1.6174176025390623,0.0935068181529641,,,,
42,1,Fusion-ESM2,15,0.1652704846858978,0.0790415289998054,0.0615563189983367,0.9021875,0.9175,1.9899521231651307,1.761622841358185,0.0050481688324362,0.8928833895763031,0.6430326209223848,0.4485444666910959,0.7349389367485877
42,1,Fusion-ESM2,16,0.1632018174231052,0.0764670207351446,0.0625800356268882,0.92375,0.9209375,2.033959512710571,1.7211585283279418,0.0077480152295902,,,,
42,1,Fusion-ESM2,17,0.15867754727602,0.0754106560349464,0.0601176880300045,0.916875,0.915625,2.0196755957603454,1.7716668772697448,0.0499260597117245,,,,
42,1,Fusion-ESM2,18,0.1648434907197952,0.0783148453384637,0.060983298793435,0.918125,0.9190625,2.044744770526886,1.826244056224823,0.0188409112207591,,,,
42,1,Fusion-ESM2,19,0.1635636143386364,0.0768334101140499,0.0624270448088645,0.9215625,0.913125,2.056992578506469,1.835292356014252,0.0006155203096568,,,,
42,1,Fusion-ESM2,20,0.157188249528408,0.0751355789601802,0.0598286882787942,0.9178125,0.91875,2.103490710258484,1.8582451343536377,0.0394335317518562,0.8795530558680166,0.6726509186351707,0.4304599582708981,0.6742886361431217
42,1,Fusion-ESM2,21,0.1598883984982967,0.0789497531205415,0.0581729838624596,0.9140625,0.9215625,2.055284049510956,1.873459782600403,0.0825189161556772,,,,
42,1,Fusion-ESM2,22,0.1525664727389812,0.0742924930900335,0.0564336520805954,0.9165625,0.925625,2.12634423494339,1.9192554306983949,0.0360510952956974,,,,
42,1,Fusion-ESM2,23,0.1584617145359516,0.0769223892688751,0.0591596107184886,0.91875,0.916875,2.099114181995392,1.9095381259918212,0.0730789847578853,,,,
42,1,Fusion-ESM2,24,0.1450853639096021,0.0687977689132094,0.055411689132452,0.9234375,0.9271875,2.0825773024559022,1.9868750143051148,0.0424484301405027,,,,
42,1,Fusion-ESM2,25,0.1484065793454647,0.0708577850461006,0.0565956083685159,0.9259375,0.9228125,2.1670076847076416,1.97362909078598,0.0643497374979779,0.8769313835770529,0.6738087739032621,0.5607008574764486,0.5600422811256063
42,1,OneHot,1,0.861726529598236,0.2291004461050033,0.2346686801314353,0.5134375,0.5396875,0.0340195438638329,0.0722250402718782,0.0101268714293837,,,,
42,1,OneHot,2,0.5086334991455078,0.1933829709887504,0.1500152380764484,0.6625,0.6965625,0.2272380987182259,0.4389824718236923,0.0631800814613234,,,,
42,1,OneHot,3,0.3264347532391548,0.1478514677286148,0.1087287059426307,0.795625,0.823125,0.676294481754303,0.987344274520874,0.0342790261050686,,,,
42,1,OneHot,4,0.2725032100081443,0.1240276201069355,0.0939635889232158,0.855,0.86125,0.9402624094486236,1.2281904923915865,0.0463632007618434,,,,
42,1,OneHot,5,0.2439342981576919,0.115227493494749,0.0832300806045532,0.876875,0.8878125,1.06452534198761,1.350685212612152,0.0067628582660108,0.8746996625421823,0.5937607799025122,0.4460304767313375,0.6589638944125963
42,1,OneHot,6,0.230751741528511,0.1078920416533947,0.0814296815544366,0.878125,0.8859375,1.1815460658073424,1.4337632846832276,0.0756931955355685,,,,
42,1,OneHot,7,0.216969903409481,0.1008451126515865,0.0779540430009365,0.896875,0.8903125,1.2580212426185609,1.4742214608192443,0.0260760056041181,,,,
42,1,OneHot,8,0.2077178691327572,0.0953680592775344,0.0766223771125078,0.899375,0.895,1.362400779724121,1.5196054673194883,0.0507424807827919,,,,
42,1,OneHot,9,0.1983553037047386,0.0913831576704979,0.0741144769638776,0.905625,0.8953125,1.4576300168037415,1.583338932991028,0.0920274046901613,,,,
42,1,OneHot,10,0.1958363711833954,0.0929394630342722,0.0709291928261518,0.8990625,0.901875,1.4827479219436646,1.5820463514328005,0.078764985143207,0.8579257592800901,0.6106486689163855,0.4410024968118206,0.6880727953716367
42,1,OneHot,11,0.1792001454532146,0.0843938098847866,0.0667484809458255,0.9146875,0.9125,1.5526360893249511,1.6844376969337462,-0.0134042125428095,,,,
42,1,OneHot,12,0.1845340809226036,0.0870486698299646,0.0670106646418571,0.90875,0.9115625,1.5968229651451111,1.7148519706726075,0.0014729025401175,,,,
42,1,OneHot,13,0.1734136620163917,0.0838294935971498,0.0630607188493013,0.909375,0.916875,1.611609091758728,1.7764409756660462,0.0025454870960675,,,,
42,1,OneHot,14,0.167100415378809,0.0791972179710865,0.0626407134532928,0.9196875,0.9175,1.722298436164856,1.7863837170600891,0.0457704519783146,,,,
42,1,OneHot,15,0.1607109157741069,0.0772730579972267,0.0599024471268057,0.9203125,0.9146875,1.7187467765808109,1.8658430099487304,-0.0014526299992576,0.8644469441319835,0.6548511436070492,0.5049064996598741,0.7455608476835022
42,1,OneHot,16,0.164388251453638,0.0766793608665466,0.0625391670688986,0.9215625,0.91875,1.747514762878418,1.8586950302124023,0.0449902840238064,,,,
42,1,OneHot,17,0.1610908338427543,0.0759116899967193,0.0612003298848867,0.92375,0.91625,1.7948683071136475,1.8375687313079836,-0.0090177076868712,,,,
42,1,OneHot,18,0.160803315937519,0.0748097022622823,0.0609810034558177,0.925625,0.919375,1.8500228762626647,1.907594509124756,0.0008844882342964,,,,
42,1,OneHot,19,0.153006811439991,0.0743729395419359,0.0569519593566656,0.925625,0.9265625,1.8837400484085085,1.934824867248535,0.0229388677061069,,,,
42,1,OneHot,20,0.1552479094266891,0.0750901320576667,0.0574137190729379,0.9234375,0.9225,1.880452919006348,1.987984879016876,0.0661025813105516,0.8594675665541809,0.6646479190101238,0.5826779955117564,0.7338848539840541
42,1,OneHot,21,0.1574303951114416,0.071316385641694,0.0613937249779701,0.9290625,0.91875,1.9748150563240048,1.9862019896507264,-0.0032547515071928,,,,
42,1,OneHot,22,0.1489058178663253,0.0725825621932745,0.0553717417269945,0.926875,0.9221875,1.931109948158264,1.9761451482772827,0.0448684394126758,,,,
42,1,OneHot,23,0.1530177976191044,0.0730525732040405,0.0576251999661326,0.9240625,0.92625,1.9428271675109865,1.9909003472328184,0.0448871399299241,,,,
42,1,OneHot,24,0.142702466994524,0.0685232554748654,0.0540042075142264,0.9290625,0.9290625,1.9909868669509887,2.074435439109802,0.0054947314085438,,,,
42,1,OneHot,25,0.1429645359516143,0.0698335520178079,0.0534499947726726,0.9309375,0.9253125,2.047983236312866,2.115272793769837,0.0422245761379599,0.8653168353955757,0.6564409448818899,0.4938773824170627,0.7305604391112946
42,2,ESM2,1,0.8949889910221099,0.2410758396983146,0.1909705594182014,0.4925,0.515,-0.0158039461076259,0.0213266490027308,-0.0215077704889699,,,,
42,2,ESM2,2,0.7856832075119019,0.2240234526991844,0.1773793357610702,0.5046875,0.5528125,0.0173635296151042,0.069485113993287,0.0013568737311288,,,,
42,2,ESM2,3,0.6769004762172699,0.2204638043045997,0.1649633279442787,0.531875,0.6221875,0.03502122040838,0.1774141178280115,0.067934937402606,,,,
42,2,ESM2,4,0.5620928597450257,0.2092938038706779,0.1497878992557525,0.585,0.6909375,0.1118408292531967,0.3254139556735754,0.0668365181982517,,,,
42,2,ESM2,5,0.4414758491516113,0.1875480663776397,0.1284497147798538,0.6871875,0.78,0.3050878390669823,0.5495266318321228,0.135584915052168,0.726944131983502,0.5868976377952757,0.5516180550411923,0.5641775288941608
42,2,ESM2,6,0.3801775634288787,0.1710757130384445,0.1154156869649887,0.743125,0.8259375,0.46350521504879,0.716510294675827,0.1603452281525824,,,,
42,2,ESM2,7,0.3438677662611007,0.1572504690289497,0.1066493447124958,0.759375,0.8365625,0.6164452493190765,0.8497359895706177,0.039376666592434,,,,
42,2,ESM2,8,0.3350394666194916,0.1557608523964881,0.1023034213483333,0.773125,0.8496875,0.6385371869802475,0.9635896265506744,0.1867109703226015,,,,
42,2,ESM2,9,0.3142470219731331,0.1494138191640377,0.097609227001667,0.7853125,0.85625,0.7339475131034852,0.9777260875701904,0.1245395734906196,,,,
42,2,ESM2,10,0.3020614904165268,0.1424692696332931,0.0947636871039867,0.7971875,0.8659375,0.7786849904060363,1.0712529194355012,0.1632483961014077,0.8394120734908137,0.5911691038620173,0.626551175132057,0.4627423336302063
42,2,ESM2,11,0.2947991010546684,0.1405007310211658,0.092972252368927,0.7996875,0.869375,0.8349776566028595,1.0780914509296418,0.1724911927012726,,,,
42,2,ESM2,12,0.2915014573931694,0.1400452424585819,0.0922576837241649,0.808125,0.87,0.858233107328415,1.0817993688583374,0.2445253239572048,,,,
42,2,ESM2,13,0.2826607143878937,0.1338942398130893,0.0900023862719535,0.8234375,0.8715625,0.9047966969013214,1.1551275062561035,0.1137302255351096,,,,
42,2,ESM2,14,0.2763823869824409,0.1322625090181827,0.0879198478162288,0.816875,0.8759375,0.9566521966457366,1.1954176425933838,0.1568390208645723,,,,
42,2,ESM2,15,0.2691840219497681,0.1280592304468155,0.086744085997343,0.8303125,0.87875,0.9860238206386566,1.2105194449424743,0.107256066435948,0.8552260967379077,0.6128023997000376,0.6460143232076063,0.4440931770269213
42,2,ESM2,16,0.2608150690793991,0.1240955740213394,0.0845486190170049,0.8371875,0.8834375,1.0330926764011383,1.2373995971679688,0.1296056567877531,,,,
42,2,ESM2,17,0.2563982406258583,0.1241906854510307,0.0834475664794445,0.83875,0.8846875,1.0424583268165588,1.2551286041736602,0.2147504137828946,,,,
42,2,ESM2,18,0.2525076678395271,0.1196105173230171,0.0832424442470073,0.8496875,0.884375,1.134307897090912,1.2722688174247745,0.1154506626818329,,,,
42,2,ESM2,19,0.2458439260721206,0.1149512374401092,0.0828486560285091,0.863125,0.889375,1.1678412020206452,1.310865879058838,0.0853041994385421,,,,
42,2,ESM2,20,0.2510745686292648,0.117543830871582,0.0838188436627388,0.8575,0.8859375,1.2070431911945343,1.3131614696979523,0.1281601657904684,0.8782932133483315,0.620241469816273,0.7124323160154182,0.5871240998451592
42,2,ESM2,21,0.2434205222129822,0.1139342468976974,0.0826112741231918,0.8575,0.8825,1.2038132905960084,1.3226280879974366,0.1096731204818934,,,,
42,2,ESM2,22,0.2398348549008369,0.1134996400773525,0.081937875598669,0.86125,0.88375,1.2128262901306153,1.346708824634552,0.1923478367645293,,,,
42,2,ESM2,23,0.2407449385523796,0.1120357525348663,0.0821388126909732,0.859375,0.8865625,1.254555789232254,1.3521511554718018,0.0374104477092623,,,,
42,2,ESM2,24,0.2288934352993965,0.1095372430980205,0.078555901274085,0.8671875,0.8903125,1.2959454154968262,1.3656776881217956,0.1185920958640053,,,,
42,2,ESM2,25,0.2283820012211799,0.1070020213723182,0.0784557730704545,0.873125,0.8896875,1.3785047364234924,1.4031782722473145,0.0346489480230957,0.8807709036370454,0.6198815148106487,0.7353826114545035,0.6732345533785882
42,2,Fusion-ESM2,1,0.7669014930725098,0.2417036166787147,0.1743241837620735,0.5240625,0.591875,0.0630262738838791,0.1386960390210151,-0.0206621735636144,,,,
42,2,Fusion-ESM2,2,0.4233376455307007,0.1698382058739662,0.132918911576271,0.7465625,0.7559375,0.6002996432781219,0.529038136601448,0.0661646091658622,,,,
42,2,Fusion-ESM2,3,0.2944998222589493,0.1282879273593425,0.1024392810463905,0.8346875,0.8478125,1.0657729184627531,0.8881898653507233,0.0968804410658776,,,,
42,2,Fusion-ESM2,4,0.243912307024002,0.1108799839019775,0.0878480756282806,0.8603125,0.8778125,1.290747503042221,1.115889962911606,0.0773081032419577,,,,
42,2,Fusion-ESM2,5,0.2328948113322258,0.1058250065147876,0.0825992364436388,0.8715625,0.8853125,1.4426232981681824,1.2420616388320922,0.0752604443288873,0.842825646794151,0.6343457067866517,0.3800179661750995,0.6309901595076687
42,2,Fusion-ESM2,6,0.2187244015932083,0.0998774639517068,0.0793857239186763,0.8828125,0.888125,1.550148367881775,1.3119968366622925,0.103709322605282,,,,
42,2,Fusion-ESM2,7,0.2137370929121971,0.098735754340887,0.0779052006453275,0.8825,0.8903125,1.5518044900894166,1.390543637275696,0.0758330447040498,,,,
42,2,Fusion-ESM2,8,0.1968795475363731,0.0896916935592889,0.0726115126162767,0.895,0.903125,1.7094791769981383,1.490091187953949,0.0212724582664668,,,,
42,2,Fusion-ESM2,9,0.1971135918796062,0.0922180838137865,0.072400611937046,0.894375,0.89875,1.6781764101982115,1.5358827996253968,0.0763499090657569,,,,
42,2,Fusion-ESM2,10,0.1932933631539344,0.0878134999424219,0.0733634769916534,0.9040625,0.896875,1.7937860226631164,1.5357455396652222,0.0921965341083705,0.8714883711871386,0.6829876265466818,0.6511233995774379,0.8294009691087052
42,2,Fusion-ESM2,11,0.1765375946462154,0.0861179395020008,0.063524602651596,0.9115625,0.9159375,1.778096351623535,1.7059985637664794,0.0735489604261238,,,,
42,2,Fusion-ESM2,12,0.1797748604416847,0.0869647539407014,0.0649797723442316,0.9053125,0.9128125,1.827158410549164,1.7018080711364747,0.0483566537988372,,,,
42,2,Fusion-ESM2,13,0.1760879515111446,0.0827281135320663,0.065604021847248,0.91125,0.906875,1.8501055693626405,1.722131597995758,0.0541053748736158,,,,
42,2,Fusion-ESM2,14,0.1651697868108749,0.0779388293623924,0.062070237994194,0.9175,0.9196875,1.9581465125083923,1.7810002756118777,0.0209263455920154,,,,
42,2,Fusion-ESM2,15,0.1692329585552215,0.0764531404525041,0.0646142129600048,0.9184375,0.9103125,1.9919568061828612,1.8042238759994509,-0.0262707193009555,0.8845024371953505,0.6566569178852644,0.6722895731095977,0.6523961479566567
42,2,Fusion-ESM2,16,0.1777635459601879,0.0864304510504007,0.06313506282866,0.9028125,0.914375,1.9081246781349184,1.808320415019989,0.0046138460352085,,,,
42,2,Fusion-ESM2,17,0.1670726399123668,0.0820298616588115,0.0605631444603204,0.908125,0.915625,1.963779764175415,1.8430219197273252,0.0466719563677907,,,,
42,2,Fusion-ESM2,18,0.1652509753406048,0.0793664290755987,0.0607360988855361,0.916875,0.914375,2.024491832256317,1.881365451812744,0.0161692953412421,,,,
42,2,Fusion-ESM2,19,0.1539409171044826,0.0720844310522079,0.0584415674582123,0.92625,0.9225,2.0333865427970887,1.9401471614837649,0.0309020369313657,,,,
42,2,Fusion-ESM2,20,0.1553919016569852,0.071443141773343,0.060166187621653,0.921875,0.920625,2.096246883869171,1.949184844493866,0.0775451783579774,0.8803449568803902,0.6802519685039371,0.7127567018166774,0.5820969358912302
42,2,Fusion-ESM2,21,0.1597736155986786,0.0739052606374025,0.061867554038763,0.9165625,0.9115625,2.0462061619758605,1.889935548305512,0.039769686628133,,,,
42,2,Fusion-ESM2,22,0.1550566355884075,0.0736179283261299,0.0583328218758106,0.920625,0.921875,2.095492038726807,2.0083885097503664,0.01252951732371,,,,
42,2,Fusion-ESM2,23,0.1505549398064613,0.073846019282937,0.0555828586220741,0.919375,0.9271875,2.0390232944488527,1.9876801133155824,0.0259610341070219,,,,
42,2,Fusion-ESM2,24,0.1480967120826244,0.0699218903854489,0.0566611781343817,0.9259375,0.921875,2.1607884526252747,2.043007686138153,0.0550517825153656,,,,
42,2,Fusion-ESM2,25,0.1511206482350826,0.0727474872767925,0.0571339578181505,0.9203125,0.92,2.115948050022125,1.9903120040893556,-0.0173576069716364,0.8719340082489688,0.6670596175478065,0.6066825448049339,0.6688560557412953
42,2,OneHot,1,0.7524745386838912,0.2378168848156929,0.1805947637557983,0.5471875,0.600625,0.1373014795407653,0.1934706737846136,0.0515221354365348,,,,
42,2,OneHot,2,0.4157852113246917,0.1717404760420322,0.1268038798868656,0.7340625,0.7734375,0.5755141273140907,0.6624606257677078,0.0157060572621412,,,,
42,2,OneHot,3,0.2979768234491348,0.1301320740580558,0.1000378003716468,0.8290625,0.8453125,1.052272893190384,1.0340457880496978,0.0218304286978673,,,,
42,2,OneHot,4,0.2639765825867652,0.1183522215485572,0.0910160261392593,0.85125,0.86625,1.2066194498538971,1.2178464198112489,0.0727339721284806,,,,
42,2,OneHot,5,0.2353905308246612,0.1053458341956138,0.0836827289313077,0.8790625,0.8796875,1.4235441398620603,1.3327473616600036,0.0070529347006231,0.8393820772403451,0.5922249718785152,0.4686563863691636,0.3839293761589323
42,2,OneHot,6,0.2261058384180069,0.1032811547815799,0.0789488312602043,0.87875,0.8921875,1.5446798872947691,1.4336390686035156,-0.0071417205035686,,,,
42,2,OneHot,7,0.2166756631433963,0.0994607061892747,0.0773430478572845,0.8796875,0.8934375,1.645083785057068,1.4570606231689454,0.0699471036065369,,,,
42,2,OneHot,8,0.2060670438408851,0.0972897458076477,0.0710569897294044,0.889375,0.9053125,1.7323445725440978,1.6042102360725403,0.0086471612937748,,,,
42,2,OneHot,9,0.2030217385292053,0.0952181901037693,0.0720748645067215,0.886875,0.8978125,1.7101864695549012,1.6332758593559265,-0.000710391420871,,,,
42,2,OneHot,10,0.1955487956106662,0.0884781273454427,0.0721129216253757,0.899375,0.9,1.827397255897522,1.6292178273200988,-0.0459391838312149,0.8557720284964381,0.6593205849268842,0.4628174419464987,0.5057164771073412
42,2,OneHot,11,0.1876606120169162,0.0878037130087614,0.0686011850833892,0.901875,0.9025,1.8061438012123108,1.6390878868103027,0.0371145143453031,,,,
42,2,OneHot,12,0.1810984170436859,0.0845780128985643,0.0668755042552948,0.9075,0.9103125,1.9233352875709533,1.6977932834625244,0.0758344034105539,,,,
42,2,OneHot,13,0.1768108393251896,0.0841723900288343,0.0636710854619741,0.90125,0.9103125,1.880114405155182,1.802248675823212,0.0721479897596873,,,,
42,2,OneHot,14,0.1654439195990562,0.0815109223872423,0.0593570525944232,0.911875,0.921875,1.9534872150421143,1.867682111263275,0.0480382411810569,,,,
42,2,OneHot,15,0.167152506262064,0.0806362529098987,0.0604330541193485,0.9109375,0.91625,1.9569443988800048,1.8476860904693604,0.0027685413509607,0.8781492313460817,0.6401169853768279,0.6075746057583965,0.5763400223310857
42,2,OneHot,16,0.17002550303936,0.0799171756207943,0.0627953764423728,0.9121875,0.9121875,1.96195782661438,1.9200415349006648,0.0266749923070892,,,,
42,2,OneHot,17,0.1572913916409015,0.0750283881276845,0.0591914638131856,0.919375,0.918125,2.032246277332306,1.8882198667526244,-0.0176042995229363,,,,
42,2,OneHot,18,0.1559913259744644,0.0736610972881317,0.0585866017639637,0.92375,0.9175,2.041348533630371,1.937820782661438,-0.0164606850966811,,,,
42,2,OneHot,19,0.1574988758563995,0.0767549663782119,0.056818545423448,0.9209375,0.92375,2.04729296207428,1.9811651301383968,0.0506590363406576,,,,
42,2,OneHot,20,0.1574001228809356,0.0737998839467763,0.0579662900045514,0.9234375,0.924375,2.0591085171699524,1.99216014623642,0.0309056121017783,0.8806149231346081,0.6880929883764529,0.4586004265301298,0.7604801729661302
42,2,OneHot,21,0.1561468787491321,0.0742676328867673,0.0582968679070472,0.9265625,0.914375,2.0860484933853147,2.0015377831459045,0.0248911449918523,,,,
42,2,OneHot,22,0.1523906876146793,0.0734815073758363,0.0563012827932834,0.925,0.920625,2.061007900238037,2.0472811698913573,-0.0004384392040083,,,,
42,2,OneHot,23,0.1473307478427886,0.0703584112972021,0.0554286947101354,0.925,0.9253125,2.094912691116333,2.0811216616630555,0.0330034062534105,,,,
42,2,OneHot,24,0.1438261352479458,0.070193295404315,0.054102511703968,0.9265625,0.9275,2.1570952486991883,2.0797862362861634,0.0809186638286337,,,,
42,2,OneHot,25,0.1447373937070369,0.070222030878067,0.0539681941643357,0.924375,0.9246875,2.152360000610352,2.1531337451934816,-0.0337957727350294,0.8855343082114737,0.6612643419572554,0.3855325247965051,0.6193141658082207
42,3,ESM2,1,0.8937888491153717,0.2368152084946632,0.1919704103469848,0.516875,0.499375,-0.0124737173318862,-0.0033322882652282,-0.0025710844551213,,,,
42,3,ESM2,2,0.8112464964389801,0.2254110935330391,0.1779079318046569,0.519375,0.535,0.0049586928356438,0.0324956617504358,0.0374964753165841,,,,
42,3,ESM2,3,0.7597374796867371,0.2193439683318138,0.1743646189570427,0.52625,0.5634375,0.0369412318244576,0.0625561430305242,0.0433025256823748,,,,
42,3,ESM2,4,0.6339151722192764,0.2111118793487549,0.1638066610693931,0.5834375,0.6259375,0.1004374036192893,0.1786151704937219,0.0548039977997541,,,,
42,3,ESM2,5,0.4940724962949753,0.1936163228750229,0.144574044495821,0.65375,0.7196875,0.2574629410356283,0.3396915546059608,0.1433362600766122,0.7135958005249345,0.5814443194600675,0.5113131192347424,0.5759346058831882
42,3,ESM2,6,0.4125537645816803,0.1758535146713256,0.1267245104908943,0.7121875,0.784375,0.4346837723255157,0.5556354880332947,0.1615742624923586,,,,
42,3,ESM2,7,0.3720605206489563,0.1655594143271446,0.1147728377580642,0.755625,0.8209375,0.5681704276800156,0.7152126610279084,0.1466247414168901,,,,
42,3,ESM2,8,0.332450068295002,0.1522131399810314,0.1044943931698799,0.7865625,0.8421875,0.7160891354084015,0.8659194684028626,0.2066282968362793,,,,
